airport,date,hour,Scheduled_volume,Actual_volume,diff,diff1,diff2,diff3,diff4,diff5,temperature,wind_speed,wind_gust,visibility,ceiling,in_1_hour_precip
DEN,9/28/2013,10,157,155,2,1,2,2,-7,-6,4.4,12,,10,40000,0
DEN,9/28/2013,11,129,122,7,2,1,2,2,-7,3.9,6,,10,40000,0
DEN,9/28/2013,12,68,69,-1,7,2,1,2,2,4.4,6,,10,40000,0
DEN,9/28/2013,13,75,75,0,-1,7,2,1,2,3.9,7,,10,40000,0
DEN,9/28/2013,14,86,80,6,0,-1,7,2,1,8.3,6,,10,40000,0
DEN,9/28/2013,15,100,101,-1,6,0,-1,7,2,11.7,10,,10,40000,0
DEN,9/28/2013,16,96,98,-2,-1,6,0,-1,7,13.3,8,,10,40000,0
DEN,9/28/2013,17,116,112,4,-2,-1,6,0,-1,14.4,5,,10,40000,0
DEN,9/28/2013,18,53,53,0,4,-2,-1,6,0,16.1,0,,10,40000,0
DEN,9/28/2013,19,66,67,-1,0,4,-2,-1,6,17.8,0,,10,40000,0
DEN,9/28/2013,20,20,22,-2,-1,0,4,-2,-1,18.3,0,,10,40000,0
DEN,9/28/2013,21,9,8,1,-2,-1,0,4,-2,20,5,,10,40000,0
DEN,9/28/2013,22,3,3,0,1,-2,-1,0,4,19.4,5,,10,40000,0
DEN,9/28/2013,23,6,6,0,0,1,-2,-1,0,17.8,5,,10,40000,0
DEN,9/29/2013,0,3,2,1,0,0,1,-2,-1,13.9,7,,10,40000,0
DEN,9/29/2013,1,0,1,-1,1,0,0,1,-2,11.7,5,,10,40000,0
DEN,9/29/2013,4,0,2,-2,-1,1,0,0,1,11.1,13,21,10,40000,0
DEN,9/29/2013,5,1,2,-1,-2,-1,1,0,0,8.3,12,,10,40000,0
DEN,9/29/2013,6,13,19,-6,-1,-2,-1,1,0,5.6,0,,10,40000,0
DEN,9/29/2013,7,63,60,3,-6,-1,-2,-1,1,7.2,9,,10,40000,0
DEN,9/29/2013,8,93,87,6,3,-6,-1,-2,-1,7.8,3,,10,40000,0
DEN,9/29/2013,9,130,127,3,6,3,-6,-1,-2,8.3,8,,10,40000,0
DEN,9/29/2013,10,142,142,0,3,6,3,-6,-1,6.7,9,,10,40000,0
DEN,9/29/2013,11,135,132,3,0,3,6,3,-6,9.4,14,,10,40000,0
DEN,9/29/2013,12,77,76,1,3,0,3,6,3,8.9,15,,10,25000,0
DEN,9/29/2013,13,73,73,0,1,3,0,3,6,9.4,10,,10,25000,0
DEN,9/29/2013,14,109,109,0,0,1,3,0,3,13.9,8,,10,25000,0
DEN,9/29/2013,15,104,100,4,0,0,1,3,0,16.1,9,,10,25000,0
DEN,9/29/2013,16,90,95,-5,4,0,0,1,3,19.4,3,,10,25000,0
DEN,9/29/2013,17,100,103,-3,-5,4,0,0,1,20.6,0,,10,25000,0
DEN,9/29/2013,18,140,141,-1,-3,-5,4,0,0,21.1,3,,10,25000,0
DEN,9/29/2013,19,102,101,1,-1,-3,-5,4,0,22.2,3,,10,25000,0
DEN,9/29/2013,20,103,101,2,1,-1,-3,-5,4,23.3,4,,10,22000,0
DEN,9/29/2013,21,59,59,0,2,1,-1,-3,-5,23.3,5,,10,22000,0
DEN,9/29/2013,22,42,42,0,0,2,1,-1,-3,22.8,0,,10,22000,0
DEN,9/29/2013,23,9,9,0,0,0,2,1,-1,19.4,3,,10,22000,0
DEN,9/30/2013,0,4,4,0,0,0,0,2,1,17.8,3,,10,22000,0
DEN,9/30/2013,1,0,0,0,0,0,0,0,2,15.6,11,,10,22000,0
DEN,9/30/2013,4,0,1,-1,0,0,0,0,0,13.3,5,,10,20000,0
DEN,9/30/2013,5,1,2,-1,-1,0,0,0,0,13.9,5,,10,15000,0
DEN,9/30/2013,6,29,25,4,-1,-1,0,0,0,15.6,3,,10,25000,0
DEN,9/30/2013,7,91,87,4,4,-1,-1,0,0,15,0,,10,18000,0
DEN,9/30/2013,8,100,98,2,4,4,-1,-1,0,14.4,0,,10,15000,0
DEN,9/30/2013,9,134,134,0,2,4,4,-1,-1,13.9,3,,10,18000,0
DEN,9/30/2013,10,149,144,5,0,2,4,4,-1,10.6,10,,10,18000,0
DEN,9/30/2013,11,133,130,3,5,0,2,4,4,11.1,11,,10,18000,0
DEN,9/30/2013,12,78,78,0,3,5,0,2,4,13.3,12,,10,22000,0
DEN,9/30/2013,13,77,75,2,0,3,5,0,2,13.3,11,,10,25000,0
DEN,9/30/2013,14,115,112,3,2,0,3,5,0,18.9,10,,10,25000,0
DEN,9/30/2013,15,100,98,2,3,2,0,3,5,21.7,5,,10,25000,0
DEN,9/30/2013,16,90,96,-6,2,3,2,0,3,23.3,7,,10,25000,0
DEN,9/30/2013,17,100,100,0,-6,2,3,2,0,25,10,18,10,25000,0
DEN,9/30/2013,18,140,136,4,0,-6,2,3,2,26.1,0,,10,40000,0
DEN,9/30/2013,19,102,114,-12,4,0,-6,2,3,27.8,4,,10,40000,0
DEN,9/30/2013,20,101,106,-5,-12,4,0,-6,2,26.7,4,,10,40000,0
DEN,9/30/2013,21,63,67,-4,-5,-12,4,0,-6,26.7,7,,10,40000,0
DEN,9/30/2013,22,36,37,-1,-4,-5,-12,4,0,26.7,5,,10,40000,0
DEN,9/30/2013,23,8,8,0,-1,-4,-5,-12,4,23.3,7,,10,40000,0
DEN,10/1/2013,0,3,4,-1,0,-1,-4,-5,-12,22.2,6,,10,40000,0
DEN,10/1/2013,1,0,0,0,-1,0,-1,-4,-5,20.6,6,,10,40000,0
DEN,10/1/2013,2,0,0,0,0,-1,0,-1,-4,20.6,4,,10,40000,0
DEN,10/1/2013,3,0,4,-4,0,0,-1,0,-1,19.4,5,,10,40000,0
DEN,10/1/2013,4,0,9,-9,-4,0,0,-1,0,20.6,10,,10,40000,0
DEN,10/1/2013,5,1,18,-17,-9,-4,0,0,-1,16.7,7,,10,40000,0
DEN,10/1/2013,6,27,27,0,-17,-9,-4,0,0,14.4,0,,10,40000,0
DEN,10/1/2013,7,73,72,1,0,-17,-9,-4,0,15,4,,10,40000,0
DEN,10/1/2013,8,103,102,1,1,0,-17,-9,-4,10.6,8,,10,40000,0
DEN,10/1/2013,9,128,132,-4,1,1,0,-17,-9,9.4,0,,10,40000,0
DEN,10/1/2013,10,145,145,0,-4,1,1,0,-17,10.6,7,,10,40000,0
DEN,10/1/2013,11,145,142,3,0,-4,1,1,0,10,7,,10,40000,0
DEN,10/1/2013,12,75,76,-1,3,0,-4,1,1,10,5,,10,40000,0
DEN,10/1/2013,13,69,71,-2,-1,3,0,-4,1,10,6,,10,40000,0
DEN,10/1/2013,14,110,111,-1,-2,-1,3,0,-4,12.2,10,,10,40000,0
DEN,10/1/2013,15,97,99,-2,-1,-2,-1,3,0,14.4,10,,10,40000,0
DEN,10/1/2013,16,84,93,-9,-2,-1,-2,-1,3,16.1,8,,10,40000,0
DEN,10/1/2013,17,112,110,2,-9,-2,-1,-2,-1,17.8,8,,10,40000,0
DEN,10/1/2013,18,132,132,0,2,-9,-2,-1,-2,18.9,11,,10,40000,0
DEN,10/1/2013,19,84,99,-15,0,2,-9,-2,-1,20,10,16,10,40000,0
DEN,10/1/2013,20,54,57,-3,-15,0,2,-9,-2,21.1,12,20,10,40000,0
DEN,10/1/2013,21,15,23,-8,-3,-15,0,2,-9,22.2,14,23,10,40000,0
DEN,10/1/2013,22,14,15,-1,-8,-3,-15,0,2,22.2,18,,10,40000,0
DEN,10/1/2013,23,8,8,0,-1,-8,-3,-15,0,21.7,14,,10,40000,0
DEN,10/2/2013,0,4,3,1,0,-1,-8,-3,-15,16.7,8,,10,40000,0
DEN,10/2/2013,1,0,0,0,1,0,-1,-8,-3,13.9,17,,10,40000,0
DEN,10/2/2013,2,0,0,0,0,1,0,-1,-8,12.8,10,,10,40000,0
DEN,10/2/2013,3,0,4,-4,0,0,1,0,-1,12.2,10,,10,40000,0
DEN,10/2/2013,4,0,8,-8,-4,0,0,1,0,13.3,8,,10,40000,0
DEN,10/2/2013,5,1,17,-16,-8,-4,0,0,1,13.3,8,,10,40000,0
DEN,10/2/2013,6,27,32,-5,-16,-8,-4,0,0,13.9,5,,10,40000,0
DEN,10/2/2013,7,83,82,1,-5,-16,-8,-4,0,11.7,5,,10,40000,0
DEN,10/2/2013,8,101,106,-5,1,-5,-16,-8,-4,12.2,5,,10,40000,0
DEN,10/2/2013,9,128,132,-4,-5,1,-5,-16,-8,11.1,5,,10,40000,0
DEN,10/2/2013,10,149,150,-1,-4,-5,1,-5,-16,10,7,,10,40000,0
DEN,10/2/2013,11,131,129,2,-1,-4,-5,1,-5,10.6,10,,10,40000,0
DEN,10/2/2013,12,75,72,3,2,-1,-4,-5,1,10,5,,10,40000,0
DEN,10/2/2013,13,77,77,0,3,2,-1,-4,-5,12.2,8,,10,40000,0
DEN,10/2/2013,14,110,109,1,0,3,2,-1,-4,15.6,8,,10,40000,0
DEN,10/2/2013,15,95,99,-4,1,0,3,2,-1,18.3,8,,10,40000,0
DEN,10/2/2013,16,93,96,-3,-4,1,0,3,2,21.7,0,,10,40000,0
DEN,10/2/2013,17,105,107,-2,-3,-4,1,0,3,22.8,5,,10,40000,0
DEN,10/2/2013,18,138,137,1,-2,-3,-4,1,0,23.3,8,,10,40000,0
DEN,10/2/2013,19,94,109,-15,1,-2,-3,-4,1,23.3,12,17,10,40000,0
DEN,10/2/2013,20,73,78,-5,-15,1,-2,-3,-4,23.3,12,,10,40000,0
DEN,10/2/2013,21,21,28,-7,-5,-15,1,-2,-3,23,11,,10,40000,0
DEN,10/2/2013,22,18,18,0,-7,-5,-15,1,-2,22.2,14,,10,40000,0
DEN,10/2/2013,23,9,9,0,0,-7,-5,-15,1,20,13,20,10,40000,0
DEN,10/3/2013,0,4,4,0,0,0,-7,-5,-15,16.7,10,,10,40000,0
DEN,10/3/2013,1,0,0,0,0,0,0,-7,-5,15.6,13,,10,40000,0
DEN,10/3/2013,2,0,0,0,0,0,0,0,-7,13.3,11,,10,40000,0
DEN,10/3/2013,3,0,4,-4,0,0,0,0,0,12.2,3,,10,40000,0
DEN,10/3/2013,4,0,5,-5,-4,0,0,0,0,11.1,7,,10,40000,0
DEN,10/3/2013,5,1,19,-18,-5,-4,0,0,0,8.9,6,,10,40000,0
DEN,10/3/2013,6,28,33,-5,-18,-5,-4,0,0,8.3,8,,10,40000,0
DEN,10/3/2013,7,90,87,3,-5,-18,-5,-4,0,8.9,6,,10,40000,0
DEN,10/3/2013,8,103,112,-9,3,-5,-18,-5,-4,7.8,8,,10,40000,0
DEN,10/3/2013,9,131,130,1,-9,3,-5,-18,-5,7.2,0,,10,40000,0
DEN,10/3/2013,10,154,161,-7,1,-9,3,-5,-18,8.3,0,,10,40000,0
DEN,10/3/2013,11,137,140,-3,-7,1,-9,3,-5,7.2,0,,10,40000,0
DEN,10/3/2013,12,77,77,0,-3,-7,1,-9,3,7.2,0,,10,40000,0
DEN,10/3/2013,13,77,75,2,0,-3,-7,1,-9,7.2,5,,10,40000,0
DEN,10/3/2013,14,111,112,-1,2,0,-3,-7,1,9.4,0,,10,40000,0
DEN,10/3/2013,15,105,104,1,-1,2,0,-3,-7,11.7,0,,10,40000,0
DEN,10/3/2013,16,93,100,-7,1,-1,2,0,-3,12.8,5,,10,40000,0
DEN,10/3/2013,17,103,104,-1,-7,1,-1,2,0,13.9,5,,10,40000,0
DEN,10/3/2013,18,135,132,3,-1,-7,1,-1,2,15.6,9,,10,40000,0
DEN,10/3/2013,19,105,111,-6,3,-1,-7,1,-1,16.1,7,,10,40000,0
DEN,10/3/2013,20,99,107,-8,-6,3,-1,-7,1,17.2,10,,10,40000,0
DEN,10/3/2013,21,60,67,-7,-8,-6,3,-1,-7,17.8,9,,10,40000,0
DEN,10/3/2013,22,41,43,-2,-7,-8,-6,3,-1,16.1,11,,10,40000,0
DEN,10/3/2013,23,9,9,0,-2,-7,-8,-6,3,13.9,15,,10,3800,0
DEN,10/4/2013,0,4,4,0,0,-2,-7,-8,-6,11.7,15,,10,1900,0
DEN,10/4/2013,1,0,1,-1,0,0,-2,-7,-8,10,14,,4,500,0
DEN,10/4/2013,2,0,0,0,-1,0,0,-2,-7,9.4,12,,0.75,300,0
DEN,10/4/2013,3,0,3,-3,0,-1,0,0,-2,8.9,10,,0.5,300,0
DEN,10/4/2013,4,0,5,-5,-3,0,-1,0,0,8.9,8,,0.25,200,0
DEN,10/4/2013,5,1,16,-15,-5,-3,0,-1,0,8.9,4,,0.25,100,0
DEN,10/4/2013,6,27,30,-3,-15,-5,-3,0,-1,8.3,10,,0.25,200,0.01
DEN,10/4/2013,7,92,82,10,-3,-15,-5,-3,0,7.8,15,,1.5,400,0.01
DEN,10/4/2013,8,105,106,-1,10,-3,-15,-5,-3,5.6,18,,1.5,400,0.01
DEN,10/4/2013,9,131,129,2,-1,10,-3,-15,-5,5,19,28,2.5,400,0.01
DEN,10/4/2013,10,151,145,6,2,-1,10,-3,-15,2.8,20,31,3,400,0.02
DEN,10/4/2013,11,138,138,0,6,2,-1,10,-3,0.6,15,,0.25,500,0.03
DEN,10/4/2013,12,79,75,4,0,6,2,-1,10,0,25,30,0.25,500,0.14
DEN,10/4/2013,13,74,71,3,4,0,6,2,-1,0,19,27,2,500,0.01
DEN,10/4/2013,14,113,102,11,3,4,0,6,2,0,13,,2.5,500,0.01
DEN,10/4/2013,15,101,99,2,11,3,4,0,6,1.1,14,24,7,1400,0
DEN,10/4/2013,16,94,94,0,2,11,3,4,0,2.2,15,,9,2400,0
DEN,10/4/2013,17,100,91,9,0,2,11,3,4,4.4,14,,10,2800,0
DEN,10/4/2013,18,138,133,5,9,0,2,11,3,5.6,19,25,10,5500,0
DEN,10/4/2013,19,104,111,-7,5,9,0,2,11,3.9,15,21,10,2400,0
DEN,10/4/2013,20,98,105,-7,-7,5,9,0,2,3.9,10,18,10,4700,0
DEN,10/4/2013,21,61,68,-7,-7,-7,5,9,0,4.4,15,24,10,5500,0
DEN,10/4/2013,22,41,41,0,-7,-7,-7,5,9,5,19,27,10,5500,0
DEN,10/4/2013,23,9,10,-1,0,-7,-7,-7,5,3.3,17,22,10,5000,0
DEN,10/5/2013,0,4,4,0,-1,0,-7,-7,-7,1.7,13,19,10,9000,0
DEN,10/5/2013,1,0,0,0,0,-1,0,-7,-7,0.6,8,,10,40000,0
DEN,10/5/2013,4,0,2,-2,0,0,-1,0,-7,0.6,3,,10,40000,0
DEN,10/5/2013,5,1,8,-7,-2,0,0,-1,0,-1.1,4,,10,40000,0
DEN,10/5/2013,6,12,19,-7,-7,-2,0,0,-1,-2.2,4,,10,40000,0
DEN,10/5/2013,7,51,51,0,-7,-7,-2,0,0,-1.7,3,,10,40000,0
DEN,10/5/2013,8,101,99,2,0,-7,-7,-2,0,-1.7,4,,10,40000,0
DEN,10/5/2013,9,115,111,4,2,0,-7,-7,-2,-2.2,3,,10,8000,0
DEN,10/5/2013,10,156,154,2,4,2,0,-7,-7,-0.6,6,,10,40000,0
DEN,10/5/2013,11,129,127,2,2,4,2,0,-7,-0.6,10,,10,8000,0
DEN,10/5/2013,12,71,74,-3,2,2,4,2,0,-0.6,10,,10,7000,0
DEN,10/5/2013,13,69,66,3,-3,2,2,4,2,0.6,14,,10,6500,0
DEN,10/5/2013,14,85,82,3,3,-3,2,2,4,3.9,12,,10,9000,0
DEN,10/5/2013,15,104,106,-2,3,3,-3,2,2,6.1,9,,10,16000,0
DEN,10/5/2013,16,96,97,-1,-2,3,3,-3,2,10,10,,10,22000,0
DEN,10/5/2013,17,117,113,4,-1,-2,3,3,-3,11.1,8,,10,40000,0
DEN,10/5/2013,18,61,64,-3,4,-1,-2,3,3,12.2,12,17,10,40000,0
DEN,10/5/2013,19,65,67,-2,-3,4,-1,-2,3,13.3,14,18,10,40000,0
DEN,10/5/2013,20,21,22,-1,-2,-3,4,-1,-2,13.9,7,16,10,40000,0
DEN,10/5/2013,21,8,9,-1,-1,-2,-3,4,-1,15,14,22,10,40000,0
DEN,10/5/2013,22,3,4,-1,-1,-1,-2,-3,4,14.4,15,,10,40000,0
DEN,10/5/2013,23,5,6,-1,-1,-1,-1,-2,-3,12.8,9,,10,40000,0
DEN,10/6/2013,0,4,4,0,-1,-1,-1,-1,-2,11.1,3,,10,40000,0
DEN,10/6/2013,1,0,0,0,0,-1,-1,-1,-1,8.9,3,,10,40000,0
DEN,10/6/2013,2,0,1,-1,0,0,-1,-1,-1,7.2,6,,10,40000,0
DEN,10/6/2013,4,0,1,-1,-1,0,0,-1,-1,2.8,4,,10,40000,0
DEN,10/6/2013,5,0,1,-1,-1,-1,0,0,-1,3.9,8,,10,40000,0
DEN,10/6/2013,6,12,17,-5,-1,-1,-1,0,0,3.9,9,,10,40000,0
DEN,10/6/2013,7,63,63,0,-5,-1,-1,-1,0,5,9,,10,40000,0
DEN,10/6/2013,8,94,92,2,0,-5,-1,-1,-1,1.7,5,,10,40000,0
DEN,10/6/2013,9,128,126,2,2,0,-5,-1,-1,1.7,4,,10,40000,0
DEN,10/6/2013,10,143,142,1,2,2,0,-5,-1,3.3,5,,10,40000,0
DEN,10/6/2013,11,137,136,1,1,2,2,0,-5,5.6,4,,10,40000,0
DEN,10/6/2013,12,77,75,2,1,1,2,2,0,4.4,5,,10,40000,0
DEN,10/6/2013,13,72,76,-4,2,1,1,2,2,2.8,6,,10,40000,0
DEN,10/6/2013,14,108,105,3,-4,2,1,1,2,9.4,3,,10,40000,0
DEN,10/6/2013,15,106,104,2,3,-4,2,1,1,12.8,8,,10,40000,0
DEN,10/6/2013,16,90,94,-4,2,3,-4,2,1,14.4,6,,10,40000,0
DEN,10/6/2013,17,102,99,3,-4,2,3,-4,2,16.1,0,,10,40000,0
DEN,10/6/2013,18,142,142,0,3,-4,2,3,-4,17.8,3,,10,40000,0
DEN,10/6/2013,19,103,103,0,0,3,-4,2,3,18.3,3,,10,40000,0
DEN,10/6/2013,20,100,101,-1,0,0,3,-4,2,19.4,5,,10,40000,0
DEN,10/6/2013,21,56,56,0,-1,0,0,3,-4,19.4,10,,10,40000,0
DEN,10/6/2013,22,45,47,-2,0,-1,0,0,3,18.9,10,,10,40000,0
DEN,10/6/2013,23,10,10,0,-2,0,-1,0,0,17.8,0,,10,40000,0
DEN,10/7/2013,0,4,4,0,0,-2,0,-1,0,16.1,0,,10,40000,0
DEN,10/7/2013,1,0,0,0,0,0,-2,0,-1,11.1,5,,10,40000,0
DEN,10/7/2013,4,0,1,-1,0,0,0,-2,0,7.8,9,,10,40000,0
DEN,10/7/2013,5,1,2,-1,-1,0,0,0,-2,6.1,9,,10,40000,0
DEN,10/7/2013,6,31,33,-2,-1,-1,0,0,0,5.6,8,,10,40000,0
DEN,10/7/2013,7,91,89,2,-2,-1,-1,0,0,8.3,9,,10,40000,0
DEN,10/7/2013,8,103,101,2,2,-2,-1,-1,0,9.4,10,,10,40000,0
DEN,10/7/2013,9,133,130,3,2,2,-2,-1,-1,9.4,14,,10,40000,0
DEN,10/7/2013,10,146,145,1,3,2,2,-2,-1,7.8,10,,10,40000,0
DEN,10/7/2013,11,137,137,0,1,3,2,2,-2,6.1,10,,10,40000,0
DEN,10/7/2013,12,80,81,-1,0,1,3,2,2,6.7,10,,10,40000,0
DEN,10/7/2013,13,74,72,2,-1,0,1,3,2,8.3,11,,10,40000,0
DEN,10/7/2013,14,119,117,2,2,-1,0,1,3,12.2,10,,10,40000,0
DEN,10/7/2013,15,97,99,-2,2,2,-1,0,1,16.1,9,,10,40000,0
DEN,10/7/2013,16,92,97,-5,-2,2,2,-1,0,18.9,7,,10,40000,0
DEN,10/7/2013,17,102,99,3,-5,-2,2,2,-1,20.6,3,,10,40000,0
DEN,10/7/2013,18,136,136,0,3,-5,-2,2,2,22.8,4,,10,40000,0
DEN,10/7/2013,19,109,117,-8,0,3,-5,-2,2,23.9,3,,10,40000,0
DEN,10/7/2013,20,97,101,-4,-8,0,3,-5,-2,24.4,5,,10,40000,0
DEN,10/7/2013,21,56,66,-10,-4,-8,0,3,-5,24.4,7,,10,40000,0
DEN,10/7/2013,22,42,43,-1,-10,-4,-8,0,3,23.3,8,,10,40000,0
DEN,10/7/2013,23,10,11,-1,-1,-10,-4,-8,0,20,7,,10,40000,0
DEN,10/8/2013,0,4,4,0,-1,-1,-10,-4,-8,15.6,7,,10,40000,0
DEN,10/8/2013,1,0,0,0,0,-1,-1,-10,-4,13.3,11,,10,40000,0
DEN,10/8/2013,2,0,0,0,0,0,-1,-1,-10,12.8,11,,10,40000,0
DEN,10/8/2013,3,0,4,-4,0,0,0,-1,-1,15,12,,10,25000,0
DEN,10/8/2013,4,0,9,-9,-4,0,0,0,-1,12.8,11,,10,25000,0
DEN,10/8/2013,5,1,18,-17,-9,-4,0,0,0,14.4,12,,10,40000,0
DEN,10/8/2013,6,27,28,-1,-17,-9,-4,0,0,13.3,10,,10,40000,0
DEN,10/8/2013,7,75,76,-1,-1,-17,-9,-4,0,14.4,13,,10,40000,0
DEN,10/8/2013,8,102,106,-4,-1,-1,-17,-9,-4,11.7,8,,10,40000,0
DEN,10/8/2013,9,128,126,2,-4,-1,-1,-17,-9,12.8,9,,10,40000,0
DEN,10/8/2013,10,148,148,0,2,-4,-1,-1,-17,12.2,6,,10,40000,0
DEN,10/8/2013,11,142,139,3,0,2,-4,-1,-1,11.7,6,,10,40000,0
DEN,10/8/2013,12,75,75,0,3,0,2,-4,-1,10.6,7,,10,22000,0
DEN,10/8/2013,13,69,69,0,0,3,0,2,-4,14.4,11,,10,20000,0
DEN,10/8/2013,14,111,108,3,0,0,3,0,2,15,6,,10,20000,0
DEN,10/8/2013,15,95,95,0,3,0,0,3,0,20.6,13,20,10,22000,0
DEN,10/8/2013,16,87,93,-6,0,3,0,0,3,22.8,7,,10,22000,0
DEN,10/8/2013,17,113,114,-1,-6,0,3,0,0,24.4,3,,9,22000,0
DEN,10/8/2013,18,128,129,-1,-1,-6,0,3,0,25,4,,10,22000,0
DEN,10/8/2013,19,92,105,-13,-1,-1,-6,0,3,25,6,,10,22000,0
DEN,10/8/2013,20,52,54,-2,-13,-1,-1,-6,0,25,8,,10,40000,0
DEN,10/8/2013,21,15,26,-11,-2,-13,-1,-1,-6,23.9,15,,10,40000,0
DEN,10/8/2013,22,13,13,0,-11,-2,-13,-1,-1,22.8,14,,10,40000,0
DEN,10/8/2013,23,10,10,0,0,-11,-2,-13,-1,20,11,,10,40000,0
DEN,10/9/2013,0,4,4,0,0,0,-11,-2,-13,15,10,,10,40000,0
DEN,10/9/2013,1,0,1,-1,0,0,0,-11,-2,12.8,8,,10,40000,0
DEN,10/9/2013,2,0,1,-1,-1,0,0,0,-11,13.9,7,,10,40000,0
DEN,10/9/2013,3,0,4,-4,-1,-1,0,0,0,14.4,10,,10,40000,0
DEN,10/9/2013,4,0,7,-7,-4,-1,-1,0,0,13.3,8,,10,40000,0
DEN,10/9/2013,5,1,18,-17,-7,-4,-1,-1,0,11.7,6,,7,40000,0
DEN,10/9/2013,6,29,34,-5,-17,-7,-4,-1,-1,10,5,,6,40000,0
DEN,10/9/2013,7,81,79,2,-5,-17,-7,-4,-1,9.4,7,,10,40000,0
DEN,10/9/2013,8,102,106,-4,2,-5,-17,-7,-4,9.4,5,,10,40000,0
DEN,10/9/2013,9,129,132,-3,-4,2,-5,-17,-7,10,7,,9,40000,0
DEN,10/9/2013,10,148,150,-2,-3,-4,2,-5,-17,9.4,6,,10,40000,0
DEN,10/9/2013,11,133,132,1,-2,-3,-4,2,-5,8.3,8,,8,40000,0
DEN,10/9/2013,12,75,78,-3,1,-2,-3,-4,2,8.9,9,,9,40000,0
DEN,10/9/2013,13,74,74,0,-3,1,-2,-3,-4,9.4,7,,10,20000,0
DEN,10/9/2013,14,115,120,-5,0,-3,1,-2,-3,12.2,10,,10,20000,0
DEN,10/9/2013,15,92,92,0,-5,0,-3,1,-2,12.2,10,,10,40000,0
DEN,10/9/2013,16,92,95,-3,0,-5,0,-3,1,13.9,7,,10,40000,0
DEN,10/9/2013,17,107,107,0,-3,0,-5,0,-3,15,5,,10,40000,0
DEN,10/9/2013,18,136,136,0,0,-3,0,-5,0,16.7,8,,10,40000,0
DEN,10/9/2013,19,99,109,-10,0,0,-3,0,-5,17.2,7,,10,40000,0
DEN,10/9/2013,20,70,73,-3,-10,0,0,-3,0,18.3,8,,10,40000,0
DEN,10/9/2013,21,21,32,-11,-3,-10,0,0,-3,18.3,8,,10,25000,0
DEN,10/9/2013,22,17,17,0,-11,-3,-10,0,0,17.8,8,,10,25000,0
DEN,10/9/2013,23,10,10,0,0,-11,-3,-10,0,14.4,7,,10,25000,0
DEN,10/10/2013,0,4,5,-1,0,0,-11,-3,-10,12.2,5,,10,25000,0
DEN,10/10/2013,1,0,0,0,-1,0,0,-11,-3,10.6,8,,10,25000,0
DEN,10/10/2013,2,0,0,0,0,-1,0,0,-11,10.6,10,,10,25000,0
DEN,10/10/2013,3,0,4,-4,0,0,-1,0,0,8.9,5,,10,25000,0
DEN,10/10/2013,4,0,8,-8,-4,0,0,-1,0,7.8,0,,10,40000,0
DEN,10/10/2013,5,1,18,-17,-8,-4,0,0,-1,8.3,5,,10,40000,0
DEN,10/10/2013,6,30,35,-5,-17,-8,-4,0,0,8.3,4,,10,40000,0
DEN,10/10/2013,7,88,90,-2,-5,-17,-8,-4,0,7.2,4,,9,40000,0
DEN,10/10/2013,8,103,105,-2,-2,-5,-17,-8,-4,4.4,5,,10,40000,0
DEN,10/10/2013,9,132,134,-2,-2,-2,-5,-17,-8,5,0,,9,40000,0
DEN,10/10/2013,10,151,154,-3,-2,-2,-2,-5,-17,3.9,7,,7,40000,0
DEN,10/10/2013,11,139,137,2,-3,-2,-2,-2,-5,4.4,7,,5,22000,0
DEN,10/10/2013,12,78,77,1,2,-3,-2,-2,-2,5,4,,6,22000,0
DEN,10/10/2013,13,74,74,0,1,2,-3,-2,-2,6.1,6,,6,22000,0
DEN,10/10/2013,14,117,118,-1,0,1,2,-3,-2,9.4,0,,7,20000,0
DEN,10/10/2013,15,101,105,-4,-1,0,1,2,-3,12.2,6,,10,20000,0
DEN,10/10/2013,16,92,98,-6,-4,-1,0,1,2,13.9,3,,10,20000,0
DEN,10/10/2013,17,103,102,1,-6,-4,-1,0,1,15,8,,10,20000,0
DEN,10/10/2013,18,135,135,0,1,-6,-4,-1,0,18.9,0,,10,20000,0
DEN,10/10/2013,19,109,123,-14,0,1,-6,-4,-1,16.7,21,25,10,20000,0
DEN,10/10/2013,20,96,105,-9,-14,0,1,-6,-4,12.8,13,,10,20000,0
DEN,10/10/2013,21,59,66,-7,-9,-14,0,1,-6,13.3,6,,10,11000,0
DEN,10/10/2013,22,42,43,-1,-7,-9,-14,0,1,13.3,5,,6,7500,0
DEN,10/10/2013,23,10,10,0,-1,-7,-9,-14,0,11.7,11,21,10,10000,0.03
DEN,10/11/2013,0,4,4,0,0,-1,-7,-9,-14,8.3,23,27,10,10000,0
DEN,10/11/2013,1,0,0,0,0,0,-1,-7,-9,8.9,13,19,10,10000,0
DEN,10/11/2013,2,0,0,0,0,0,0,-1,-7,8.3,7,,10,7500,0
DEN,10/11/2013,3,0,5,-5,0,0,0,0,-1,7.2,3,,10,10000,0
DEN,10/11/2013,4,0,9,-9,-5,0,0,0,0,7.2,0,,10,20000,0
DEN,10/11/2013,5,1,19,-18,-9,-5,0,0,0,6.1,9,,10,10000,0
DEN,10/11/2013,6,30,31,-1,-18,-9,-5,0,0,6.1,9,,10,15000,0
DEN,10/11/2013,7,90,84,6,-1,-18,-9,-5,0,7.8,10,,10,17000,0
DEN,10/11/2013,8,102,104,-2,6,-1,-18,-9,-5,9.4,9,,10,15000,0
DEN,10/11/2013,9,132,134,-2,-2,6,-1,-18,-9,9.4,9,,10,15000,0
