airport,date,hour,Scheduled_volume,Actual_volume,diff,diff1,diff2,diff3,diff4,diff5,temperature,wind_speed,wind_gust,visibility,ceiling,in_1_hour_precip
DEN,1/1/2013,8,94,95,-1,9,0,-1,0,-1,-11.7,4,,9,40000,0
DEN,1/1/2013,9,108,104,4,-1,9,0,-1,0,-13.9,0,,9,40000,0
DEN,1/1/2013,10,146,145,1,4,-1,9,0,-1,-11.1,4,,7,6500,0
DEN,1/1/2013,11,131,128,3,1,4,-1,9,0,-12.2,6,,7,5000,0
DEN,1/1/2013,12,86,88,-2,3,1,4,-1,9,-11.7,9,,8,14000,0
DEN,1/1/2013,13,88,85,3,-2,3,1,4,-1,-11.1,8,,8,14000,0
DEN,1/1/2013,14,106,102,4,3,-2,3,1,4,-11.1,5,,5,15000,0
DEN,1/1/2013,15,118,118,0,4,3,-2,3,1,-8.3,4,,6,16000,0
DEN,1/1/2013,16,83,85,-2,0,4,3,-2,3,-6.1,4,,7,14000,0
DEN,1/1/2013,17,117,111,6,-2,0,4,3,-2,-4.4,5,,10,14000,0
DEN,1/1/2013,18,142,136,6,6,-2,0,4,3,-3.9,4,,10,20000,0
DEN,1/1/2013,19,116,118,-2,6,6,-2,0,4,-3.3,3,,10,40000,0
DEN,1/1/2013,20,78,79,-1,-2,6,6,-2,0,-2.8,6,,10,40000,0
DEN,1/1/2013,21,74,75,-1,-1,-2,6,6,-2,-2.8,7,,10,40000,0
DEN,1/1/2013,22,21,21,0,-1,-1,-2,6,6,-3.9,5,,10,40000,0
DEN,1/1/2013,23,16,21,-5,0,-1,-1,-2,6,-6.7,7,,10,40000,0
DEN,1/2/2013,0,7,6,1,-5,0,-1,-1,-2,-8.3,10,,10,40000,0
DEN,1/2/2013,1,1,2,-1,1,-5,0,-1,-1,-11.1,7,,10,40000,0
DEN,1/2/2013,2,1,4,-3,-1,1,-5,0,-1,-7.2,10,,10,40000,0
DEN,1/2/2013,3,0,4,-4,-3,-1,1,-5,0,-7.8,8,,10,40000,0
DEN,1/2/2013,4,0,6,-6,-4,-3,-1,1,-5,-9.4,7,,10,40000,0
DEN,1/2/2013,5,2,19,-17,-6,-4,-3,-1,1,-8.9,5,,10,40000,0
DEN,1/2/2013,6,25,26,-1,-17,-6,-4,-3,-1,-8.3,8,,10,40000,0
DEN,1/2/2013,7,87,87,0,-1,-17,-6,-4,-3,-6.7,3,,10,6000,0
DEN,1/2/2013,8,122,125,-3,0,-1,-17,-6,-4,-5,0,,10,6500,0
DEN,1/2/2013,9,120,114,6,-3,0,-1,-17,-6,-5.6,3,,10,5500,0
DEN,1/2/2013,10,167,172,-5,6,-3,0,-1,-17,-8.9,4,,10,7500,0
DEN,1/2/2013,11,138,140,-2,-5,6,-3,0,-1,-7.2,9,,10,9500,0
DEN,1/2/2013,12,95,102,-7,-2,-5,6,-3,0,-9.4,8,,10,10000,0
DEN,1/2/2013,13,85,76,9,-7,-2,-5,6,-3,-8.9,7,,10,10000,0
DEN,1/2/2013,14,111,112,-1,9,-7,-2,-5,6,-8.3,8,,10,15000,0
DEN,1/2/2013,15,118,119,-1,-1,9,-7,-2,-5,-6.1,5,,10,10000,0
DEN,1/2/2013,16,79,84,-5,-1,-1,9,-7,-2,-3.3,4,,10,10000,0
DEN,1/2/2013,17,122,118,4,-5,-1,-1,9,-7,-1.1,0,,10,40000,0
DEN,1/2/2013,18,140,148,-8,4,-5,-1,-1,9,-1.7,13,,10,40000,0
DEN,1/2/2013,19,121,124,-3,-8,4,-5,-1,-1,-2.2,15,19,10,40000,0
DEN,1/2/2013,20,82,88,-6,-3,-8,4,-5,-1,-2.2,14,,10,40000,0
DEN,1/2/2013,21,97,100,-3,-6,-3,-8,4,-5,-1.7,7,,10,40000,0
DEN,1/2/2013,22,24,25,-1,-3,-6,-3,-8,4,-2.8,5,,10,40000,0
DEN,1/2/2013,23,19,20,-1,-1,-3,-6,-3,-8,-4.4,4,,10,40000,0
DEN,1/3/2013,0,6,8,-2,-1,-1,-3,-6,-3,-6.7,4,,10,40000,0
DEN,1/3/2013,1,1,1,0,-2,-1,-1,-3,-6,-8.3,5,,10,40000,0
DEN,1/3/2013,2,1,2,-1,0,-2,-1,-1,-3,-7.2,4,,10,40000,0
DEN,1/3/2013,3,0,7,-7,-1,0,-2,-1,-1,-7.8,5,,10,6500,0
DEN,1/3/2013,4,0,6,-6,-7,-1,0,-2,-1,-8.3,9,,10,7000,0
DEN,1/3/2013,5,3,19,-16,-6,-7,-1,0,-2,-7.2,10,,10,9000,0
DEN,1/3/2013,6,21,28,-7,-16,-6,-7,-1,0,-7.2,5,,10,8000,0
DEN,1/3/2013,7,83,73,10,-7,-16,-6,-7,-1,-8.3,4,,10,7500,0
DEN,1/3/2013,8,116,115,1,10,-7,-16,-6,-7,-8.9,4,,10,7000,0
DEN,1/3/2013,9,120,120,0,1,10,-7,-16,-6,-8.9,6,,10,7000,0
DEN,1/3/2013,10,169,168,1,0,1,10,-7,-16,-9.4,8,,10,40000,0
DEN,1/3/2013,11,148,147,1,1,0,1,10,-7,-9.4,11,,10,40000,0
DEN,1/3/2013,12,81,87,-6,1,1,0,1,10,-9.4,13,,10,40000,0
DEN,1/3/2013,13,78,74,4,-6,1,1,0,1,-10,13,,10,40000,0
DEN,1/3/2013,14,106,103,3,4,-6,1,1,0,-9.4,12,,10,40000,0
DEN,1/3/2013,15,118,113,5,3,4,-6,1,1,-7.8,15,,10,40000,0
DEN,1/3/2013,16,78,80,-2,5,3,4,-6,1,-5.6,11,,10,40000,0
DEN,1/3/2013,17,131,129,2,-2,5,3,4,-6,-2.8,10,,10,40000,0
DEN,1/3/2013,18,149,155,-6,2,-2,5,3,4,-0.6,5,,10,40000,0
DEN,1/3/2013,19,108,112,-4,-6,2,-2,5,3,0.6,3,,10,40000,0
DEN,1/3/2013,20,75,83,-8,-4,-6,2,-2,5,0.6,0,,10,40000,0
DEN,1/3/2013,21,74,80,-6,-8,-4,-6,2,-2,0.6,3,,10,40000,0
DEN,1/3/2013,22,12,13,-1,-6,-8,-4,-6,2,0,3,,10,40000,0
DEN,1/3/2013,23,14,15,-1,-1,-6,-8,-4,-6,-2.2,6,,10,40000,0
DEN,1/4/2013,0,5,5,0,-1,-1,-6,-8,-4,-1.7,5,,10,40000,0
DEN,1/4/2013,1,1,1,0,0,-1,-1,-6,-8,-1.7,5,,10,40000,0
DEN,1/4/2013,2,1,2,-1,0,0,-1,-1,-6,-6.1,5,,10,40000,0
DEN,1/4/2013,3,0,6,-6,-1,0,0,-1,-1,-6.1,9,,10,40000,0
DEN,1/4/2013,4,0,11,-11,-6,-1,0,0,-1,-6.7,8,,10,40000,0
DEN,1/4/2013,5,2,18,-16,-11,-6,-1,0,0,-6.7,11,,10,40000,0
DEN,1/4/2013,6,21,23,-2,-16,-11,-6,-1,0,-8.3,4,,10,40000,0
DEN,1/4/2013,7,77,74,3,-2,-16,-11,-6,-1,-5.6,9,,10,40000,0
DEN,1/4/2013,8,115,116,-1,3,-2,-16,-11,-6,-5.6,10,,10,40000,0
DEN,1/4/2013,9,115,115,0,-1,3,-2,-16,-11,-6.1,8,,10,40000,0
DEN,1/4/2013,10,172,177,-5,0,-1,3,-2,-16,-6.7,10,,10,40000,0
DEN,1/4/2013,11,147,147,0,-5,0,-1,3,-2,-6.1,11,,10,40000,0
DEN,1/4/2013,12,80,82,-2,0,-5,0,-1,3,-5,11,,10,40000,0
DEN,1/4/2013,13,78,78,0,-2,0,-5,0,-1,-4.4,12,,10,40000,0
DEN,1/4/2013,14,102,101,1,0,-2,0,-5,0,-4.4,11,,10,40000,0
DEN,1/4/2013,15,120,118,2,1,0,-2,0,-5,-1.7,12,,10,40000,0
DEN,1/4/2013,16,82,87,-5,2,1,0,-2,0,0.6,9,,10,40000,0
DEN,1/4/2013,17,128,130,-2,-5,2,1,0,-2,3.3,6,,10,40000,0
DEN,1/4/2013,18,148,156,-8,-2,-5,2,1,0,5,4,,10,40000,0
DEN,1/4/2013,19,110,110,0,-8,-2,-5,2,1,6.7,0,,10,40000,0
DEN,1/4/2013,20,70,74,-4,0,-8,-2,-5,2,7.2,3,,10,40000,0
DEN,1/4/2013,21,74,76,-2,-4,0,-8,-2,-5,6.7,4,,10,40000,0
DEN,1/4/2013,22,11,12,-1,-2,-4,0,-8,-2,3.9,5,,10,40000,0
DEN,1/4/2013,23,16,16,0,-1,-2,-4,0,-8,3.3,3,,10,40000,0
DEN,1/5/2013,0,6,7,-1,0,-1,-2,-4,0,-1.7,7,,10,40000,0
DEN,1/5/2013,1,1,1,0,-1,0,-1,-2,-4,-1.1,7,,10,40000,0
DEN,1/5/2013,2,1,1,0,0,-1,0,-1,-2,0.6,0,,10,40000,0
DEN,1/5/2013,4,0,4,-4,0,0,-1,0,-1,-3.9,6,,10,40000,0
DEN,1/5/2013,5,2,15,-13,-4,0,0,-1,0,-5,4,,10,40000,0
DEN,1/5/2013,6,11,10,1,-13,-4,0,0,-1,-6.1,4,,10,40000,0
DEN,1/5/2013,7,67,62,5,1,-13,-4,0,0,-6.7,6,,10,40000,0
DEN,1/5/2013,8,96,98,-2,5,1,-13,-4,0,-7.8,7,,10,40000,0
DEN,1/5/2013,9,106,107,-1,-2,5,1,-13,-4,-5.6,11,,10,40000,0
DEN,1/5/2013,10,162,163,-1,-1,-2,5,1,-13,-6.1,8,,10,40000,0
DEN,1/5/2013,11,136,136,0,-1,-1,-2,5,1,-7.2,8,,10,40000,0
DEN,1/5/2013,12,70,70,0,0,-1,-1,-2,5,-5.6,8,,10,40000,0
DEN,1/5/2013,13,69,72,-3,0,0,-1,-1,-2,-6.7,6,,10,40000,0
DEN,1/5/2013,14,84,83,1,-3,0,0,-1,-1,-2.8,0,,10,40000,0
DEN,1/5/2013,15,102,99,3,1,-3,0,0,-1,1.1,0,,10,40000,0
DEN,1/5/2013,16,82,83,-1,3,1,-3,0,0,1.7,5,,10,40000,0
DEN,1/5/2013,17,93,93,0,-1,3,1,-3,0,2.2,0,,10,40000,0
DEN,1/5/2013,18,86,85,1,0,-1,3,1,-3,1.7,8,,10,40000,0
DEN,1/5/2013,19,70,68,2,1,0,-1,3,1,1.7,9,,10,40000,0
DEN,1/5/2013,20,23,25,-2,2,1,0,-1,3,2.2,8,,10,40000,0
DEN,1/5/2013,21,15,18,-3,-2,2,1,0,-1,2.8,6,,10,40000,0
DEN,1/5/2013,22,9,9,0,-3,-2,2,1,0,1.7,4,,10,40000,0
DEN,1/5/2013,23,10,12,-2,0,-3,-2,2,1,-0.6,4,,10,40000,0
DEN,1/6/2013,0,6,6,0,-2,0,-3,-2,2,-2.2,7,,10,40000,0
DEN,1/6/2013,1,1,1,0,0,-2,0,-3,-2,-5,9,,10,40000,0
DEN,1/6/2013,2,1,1,0,0,0,-2,0,-3,-4.4,10,,10,40000,0
DEN,1/6/2013,4,0,1,-1,0,0,0,-2,0,-7.2,11,,10,40000,0
DEN,1/6/2013,5,2,3,-1,-1,0,0,0,-2,-7.8,8,,10,40000,0
DEN,1/6/2013,6,10,11,-1,-1,-1,0,0,0,-8.3,9,,10,40000,0
DEN,1/6/2013,7,53,50,3,-1,-1,-1,0,0,-7.2,5,,10,40000,0
DEN,1/6/2013,8,83,82,1,3,-1,-1,-1,0,-8.9,3,,10,40000,0
DEN,1/6/2013,9,111,109,2,1,3,-1,-1,-1,-5,11,,10,40000,0
DEN,1/6/2013,10,156,155,1,2,1,3,-1,-1,-10,7,,10,40000,0
DEN,1/6/2013,11,145,142,3,1,2,1,3,-1,-6.7,8,,10,40000,0
DEN,1/6/2013,12,79,77,2,3,1,2,1,3,-5.6,6,,10,40000,0
DEN,1/6/2013,13,73,77,-4,2,3,1,2,1,-7.8,6,,10,40000,0
DEN,1/6/2013,14,98,96,2,-4,2,3,1,2,-6.1,11,,10,40000,0
DEN,1/6/2013,15,114,110,4,2,-4,2,3,1,-1.1,8,,10,40000,0
DEN,1/6/2013,16,77,81,-4,4,2,-4,2,3,2.2,9,,10,40000,0
DEN,1/6/2013,17,117,120,-3,-4,4,2,-4,2,3.9,5,,10,40000,0
DEN,1/6/2013,18,137,141,-4,-3,-4,4,2,-4,6.7,4,,10,40000,0
DEN,1/6/2013,19,119,117,2,-4,-3,-4,4,2,7.2,4,,10,40000,0
DEN,1/6/2013,20,80,81,-1,2,-4,-3,-4,4,6.7,5,,10,25000,0
DEN,1/6/2013,21,55,52,3,-1,2,-4,-3,-4,6.1,3,,10,25000,0
DEN,1/6/2013,22,16,16,0,3,-1,2,-4,-3,3.3,4,,10,25000,0
DEN,1/6/2013,23,14,14,0,0,3,-1,2,-4,1.7,0,,10,25000,0
DEN,1/7/2013,0,7,6,1,0,0,3,-1,2,0.6,3,,10,20000,0
DEN,1/7/2013,1,1,3,-2,1,0,0,3,-1,0,6,,10,22000,0
DEN,1/7/2013,2,1,1,0,-2,1,0,0,3,-0.6,8,,10,22000,0
DEN,1/7/2013,3,0,0,0,0,-2,1,0,0,-1.7,6,,10,25000,0
DEN,1/7/2013,4,0,1,-1,0,0,-2,1,0,0.6,8,,10,20000,0
DEN,1/7/2013,5,2,4,-2,-1,0,0,-2,1,2.2,8,,10,18000,0
DEN,1/7/2013,6,22,22,0,-2,-1,0,0,-2,3.3,8,,10,15000,0
DEN,1/7/2013,7,71,69,2,0,-2,-1,0,0,3.3,8,,10,14000,0
DEN,1/7/2013,8,106,106,0,2,0,-2,-1,0,3.3,7,,10,16000,0
DEN,1/7/2013,9,119,118,1,0,2,0,-2,-1,3.3,12,,10,20000,0
DEN,1/7/2013,10,168,165,3,1,0,2,0,-2,2.2,7,,10,20000,0
DEN,1/7/2013,11,138,141,-3,3,1,0,2,0,0.6,4,,10,20000,0
DEN,1/7/2013,12,81,81,0,-3,3,1,0,2,-0.6,8,,10,22000,0
DEN,1/7/2013,13,68,72,-4,0,-3,3,1,0,-3.9,5,,10,20000,0
DEN,1/7/2013,14,110,107,3,-4,0,-3,3,1,-3.9,10,,10,20000,0
DEN,1/7/2013,15,106,108,-2,3,-4,0,-3,3,1.1,7,,10,20000,0
DEN,1/7/2013,16,85,84,1,-2,3,-4,0,-3,5,9,,10,20000,0
DEN,1/7/2013,17,116,114,2,1,-2,3,-4,0,7.2,11,,10,22000,0
DEN,1/7/2013,18,131,140,-9,2,1,-2,3,-4,8.9,6,,10,22000,0
DEN,1/7/2013,19,98,98,0,-9,2,1,-2,3,10,9,,10,40000,0
DEN,1/7/2013,20,90,96,-6,0,-9,2,1,-2,10,8,,10,40000,0
DEN,1/7/2013,21,52,59,-7,-6,0,-9,2,1,9.4,10,,10,40000,0
DEN,1/7/2013,22,14,15,-1,-7,-6,0,-9,2,6.1,5,,10,25000,0
DEN,1/7/2013,23,8,7,1,-1,-7,-6,0,-9,3.3,7,,10,25000,0
DEN,1/8/2013,0,4,5,-1,1,-1,-7,-6,0,1.7,7,,10,25000,0
DEN,1/8/2013,1,1,2,-1,-1,1,-1,-7,-6,0,7,,10,40000,0
DEN,1/8/2013,2,0,0,0,-1,-1,1,-1,-7,0,10,,10,40000,0
DEN,1/8/2013,3,0,4,-4,0,-1,-1,1,-1,0,4,,10,40000,0
DEN,1/8/2013,4,0,8,-8,-4,0,-1,-1,1,-0.6,9,,10,25000,0
DEN,1/8/2013,5,2,17,-15,-8,-4,0,-1,-1,-1.1,12,,10,22000,0
DEN,1/8/2013,6,20,18,2,-15,-8,-4,0,-1,-2.8,8,,10,40000,0
DEN,1/8/2013,7,68,72,-4,2,-15,-8,-4,0,-1.1,10,,10,40000,0
DEN,1/8/2013,8,105,109,-4,-4,2,-15,-8,-4,0,9,,10,40000,0
DEN,1/8/2013,9,118,118,0,-4,-4,2,-15,-8,1.7,11,,10,11000,0
DEN,1/8/2013,10,168,166,2,0,-4,-4,2,-15,1.7,6,,10,40000,0
DEN,1/8/2013,11,136,139,-3,2,0,-4,-4,2,1.7,9,,10,22000,0
DEN,1/8/2013,12,78,79,-1,-3,2,0,-4,-4,1.1,5,,10,22000,0
DEN,1/8/2013,13,63,63,0,-1,-3,2,0,-4,2.2,4,,10,22000,0
DEN,1/8/2013,14,103,107,-4,0,-1,-3,2,0,0.6,6,,10,25000,0
DEN,1/8/2013,15,104,105,-1,-4,0,-1,-3,2,5,6,,10,15000,0
DEN,1/8/2013,16,83,85,-2,-1,-4,0,-1,-3,7.8,3,,10,22000,0
DEN,1/8/2013,17,109,111,-2,-2,-1,-4,0,-1,10,6,,10,22000,0
DEN,1/8/2013,18,121,129,-8,-2,-2,-1,-4,0,10.6,23,,10,40000,0
DEN,1/8/2013,19,80,82,-2,-8,-2,-2,-1,-4,10.6,14,,10,40000,0
DEN,1/8/2013,20,42,49,-7,-2,-8,-2,-2,-1,10,9,,10,22000,0
DEN,1/8/2013,21,15,23,-8,-7,-2,-8,-2,-2,10,8,,10,22000,0
DEN,1/8/2013,22,7,7,0,-8,-7,-2,-8,-2,7.2,8,,10,25000,0
DEN,1/8/2013,23,7,7,0,0,-8,-7,-2,-8,4.4,6,,10,40000,0
DEN,1/9/2013,0,4,4,0,0,0,-8,-7,-2,1.1,10,,10,40000,0
DEN,1/9/2013,1,1,1,0,0,0,0,-8,-7,1.1,4,,10,40000,0
DEN,1/9/2013,3,0,6,-6,0,0,0,0,-8,-1.7,5,,10,40000,0
DEN,1/9/2013,4,0,8,-8,-6,0,0,0,0,-2.8,9,,10,40000,0
DEN,1/9/2013,5,2,18,-16,-8,-6,0,0,0,-2.2,12,,10,40000,0
DEN,1/9/2013,6,19,23,-4,-16,-8,-6,0,0,-2.2,9,,10,40000,0
DEN,1/9/2013,7,70,66,4,-4,-16,-8,-6,0,0.6,13,,10,40000,0
DEN,1/9/2013,8,102,106,-4,4,-4,-16,-8,-6,-0.6,10,,10,40000,0
DEN,1/9/2013,9,112,112,0,-4,4,-4,-16,-8,-2.2,9,,10,40000,0
DEN,1/9/2013,10,165,166,-1,0,-4,4,-4,-16,-2.2,9,,10,40000,0
DEN,1/9/2013,11,139,139,0,-1,0,-4,4,-4,-3.9,5,,10,40000,0
DEN,1/9/2013,12,78,81,-3,0,-1,0,-4,4,-1.7,10,,10,40000,0
DEN,1/9/2013,13,64,64,0,-3,0,-1,0,-4,-3.9,6,,10,40000,0
DEN,1/9/2013,14,107,107,0,0,-3,0,-1,0,-3.3,7,,10,40000,0
DEN,1/9/2013,15,105,108,-3,0,0,-3,0,-1,3.3,17,,10,40000,0
DEN,1/9/2013,16,87,87,0,-3,0,0,-3,0,7.2,17,,10,40000,0
DEN,1/9/2013,17,109,113,-4,0,-3,0,0,-3,8.9,19,24,10,40000,0
DEN,1/9/2013,18,124,134,-10,-4,0,-3,0,0,12.8,15,,10,40000,0
DEN,1/9/2013,19,83,88,-5,-10,-4,0,-3,0,13.9,14,,10,40000,0
DEN,1/9/2013,20,39,43,-4,-5,-10,-4,0,-3,15.6,9,,10,40000,0
DEN,1/9/2013,21,15,23,-8,-4,-5,-10,-4,0,15,17,21,10,40000,0
DEN,1/9/2013,22,8,11,-3,-8,-4,-5,-10,-4,11.7,5,,10,40000,0
DEN,1/9/2013,23,7,7,0,-3,-8,-4,-5,-10,7.2,15,,10,40000,0
DEN,1/10/2013,0,4,3,1,0,-3,-8,-4,-5,6.7,11,,10,40000,0
DEN,1/10/2013,1,1,1,0,1,0,-3,-8,-4,5,8,,10,40000,0
DEN,1/10/2013,2,0,0,0,0,1,0,-3,-8,3.9,14,,10,40000,0
DEN,1/10/2013,3,0,6,-6,0,0,1,0,-3,3.3,11,,10,40000,0
DEN,1/10/2013,4,0,8,-8,-6,0,0,1,0,2.8,10,15,10,40000,0
DEN,1/10/2013,5,2,18,-16,-8,-6,0,0,1,2.8,13,,10,40000,0
DEN,1/10/2013,6,20,22,-2,-16,-8,-6,0,0,3.3,16,,10,40000,0
DEN,1/10/2013,7,71,65,6,-2,-16,-8,-6,0,6.1,22,30,10,40000,0
DEN,1/10/2013,8,104,104,0,6,-2,-16,-8,-6,6.1,23,30,10,40000,0
DEN,1/10/2013,9,118,114,4,0,6,-2,-16,-8,5.6,22,29,10,40000,0
DEN,1/10/2013,10,167,172,-5,4,0,6,-2,-16,4.4,19,,10,40000,0
DEN,1/10/2013,11,138,138,0,-5,4,0,6,-2,5,17,,10,40000,0
DEN,1/10/2013,12,80,82,-2,0,-5,4,0,6,2.8,14,21,10,40000,0
DEN,1/10/2013,13,68,65,3,-2,0,-5,4,0,-1.1,6,,10,40000,0
DEN,1/10/2013,14,109,111,-2,3,-2,0,-5,4,2.2,0,,10,22000,0
DEN,1/10/2013,15,102,101,1,-2,3,-2,0,-5,3.3,6,,10,22000,0
DEN,1/10/2013,16,88,90,-2,1,-2,3,-2,0,2.8,5,,10,22000,0
DEN,1/10/2013,17,114,115,-1,-2,1,-2,3,-2,3.3,4,,10,22000,0
DEN,1/10/2013,18,130,135,-5,-1,-2,1,-2,3,5,6,,10,22000,0
DEN,1/10/2013,19,98,99,-1,-5,-1,-2,1,-2,3.3,5,,10,20000,0
DEN,1/10/2013,20,92,102,-10,-1,-5,-1,-2,1,2.8,5,,9,20000,0
DEN,1/10/2013,21,51,58,-7,-10,-1,-5,-1,-2,2.2,0,,10,20000,0
DEN,1/10/2013,22,15,18,-3,-7,-10,-1,-5,-1,1.7,4,,10,20000,0
DEN,1/10/2013,23,7,8,-1,-3,-7,-10,-1,-5,1.7,0,,10,23000,0
DEN,1/11/2013,0,5,7,-2,-1,-3,-7,-10,-1,1.7,3,,10,23000,0
DEN,1/11/2013,1,1,1,0,-2,-1,-3,-7,-10,0,5,,10,25000,0
DEN,1/11/2013,2,0,1,-1,0,-2,-1,-3,-7,0,6,,10,25000,0
DEN,1/11/2013,3,0,5,-5,-1,0,-2,-1,-3,1.1,3,,10,23000,0
DEN,1/11/2013,4,0,6,-6,-5,-1,0,-2,-1,7.2,12,20,10,25000,0
DEN,1/11/2013,5,2,16,-14,-6,-5,-1,0,-2,6.7,17,,10,40000,0
DEN,1/11/2013,6,20,23,-3,-14,-6,-5,-1,0,6.1,19,30,10,40000,0
DEN,1/11/2013,7,68,66,2,-3,-14,-6,-5,-1,5.6,15,,10,40000,0
DEN,1/11/2013,8,105,103,2,2,-3,-14,-6,-5,1.1,13,,10,40000,0
DEN,1/11/2013,9,120,112,8,2,2,-3,-14,-6,1.1,10,,10,40000,0
DEN,1/11/2013,10,166,155,11,8,2,2,-3,-14,2.8,15,,10,40000,0
DEN,1/11/2013,11,134,118,16,11,8,2,2,-3,-2.2,12,,10,40000,0
DEN,1/11/2013,12,81,77,4,16,11,8,2,2,0.6,17,,10,40000,0
DEN,1/11/2013,13,65,63,2,4,16,11,8,2,0,11,,10,40000,0
DEN,1/11/2013,14,108,99,9,2,4,16,11,8,1.7,17,,10,40000,0
DEN,1/11/2013,15,105,96,9,9,2,4,16,11,3.9,21,27,10,14000,0
DEN,1/11/2013,16,89,81,8,9,9,2,4,16,3.3,17,,10,12000,0
DEN,1/11/2013,17,111,108,3,8,9,9,2,4,-2.2,22,26,2.5,700,0
DEN,1/11/2013,18,129,127,2,3,8,9,9,2,-3.9,10,21,0.25,400,0.02
DEN,1/11/2013,19,99,89,10,2,3,8,9,9,-3.9,14,,5,600,0.04
DEN,1/11/2013,20,89,91,-2,10,2,3,8,9,-3.9,15,,4,1500,0
DEN,1/11/2013,21,51,56,-5,-2,10,2,3,8,-6.7,24,28,5,1500,0
DEN,1/11/2013,22,15,18,-3,-5,-2,10,2,3,-7.8,12,,3,1700,0
DEN,1/11/2013,23,8,9,-1,-3,-5,-2,10,2,-8.3,13,,0.5,1100,0.01
DEN,1/12/2013,0,4,7,-3,-1,-3,-5,-2,10,-10,8,,6,9000,0.01
DEN,1/12/2013,1,1,3,-2,-3,-1,-3,-5,-2,-12.2,10,,10,11000,0
DEN,1/12/2013,2,0,0,0,-2,-3,-1,-3,-5,-14.4,12,,10,40000,0
DEN,1/12/2013,3,0,0,0,0,-2,-3,-1,-3,-15,12,,10,40000,0
DEN,1/12/2013,4,0,4,-4,0,0,-2,-3,-1,-15,9,,10,40000,0
DEN,1/12/2013,5,2,12,-10,-4,0,0,-2,-3,-11.7,5,,10,40000,0
DEN,1/12/2013,6,9,10,-1,-10,-4,0,0,-2,-17.8,10,,0.5,100,0
DEN,1/12/2013,7,55,43,12,-1,-10,-4,0,0,-16.1,8,,0.25,100,0
DEN,1/12/2013,8,85,82,3,12,-1,-10,-4,0,-19.4,7,,10,40000,0
DEN,1/12/2013,9,106,105,1,3,12,-1,-10,-4,-17.2,4,,10,40000,0
DEN,1/12/2013,10,154,150,4,1,3,12,-1,-10,-17.8,3,,10,40000,0
DEN,1/12/2013,11,124,124,0,4,1,3,12,-1,-23.9,7,,8,600,0
DEN,1/12/2013,12,78,78,0,0,4,1,3,12,-20,8,,5,40000,0
DEN,1/12/2013,13,63,63,0,0,0,4,1,3,-16.7,8,,3,40000,0
DEN,1/12/2013,14,77,77,0,0,0,0,4,1,-20,3,,2,40000,0
DEN,1/12/2013,15,96,96,0,0,0,0,0,4,-17.8,6,,1,40000,0
DEN,1/12/2013,16,84,82,2,0,0,0,0,0,-13.9,0,,3,40000,0
DEN,1/12/2013,17,84,90,-6,2,0,0,0,0,-14.4,4,,6,1700,0
DEN,1/12/2013,18,75,79,-4,-6,2,0,0,0,-13.3,6,,10,40000,0
DEN,1/12/2013,19,62,60,2,-4,-6,2,0,0,-13.3,6,,10,40000,0
DEN,1/12/2013,20,9,12,-3,2,-4,-6,2,0,-12.2,9,,10,40000,0
DEN,1/12/2013,21,6,7,-1,-3,2,-4,-6,2,-12.8,8,,10,40000,0
DEN,1/12/2013,22,5,6,-1,-1,-3,2,-4,-6,-13.3,7,,10,40000,0
DEN,1/12/2013,23,4,4,0,-1,-1,-3,2,-4,-16.1,3,,9,9500,0
DEN,1/13/2013,0,3,2,1,0,-1,-1,-3,2,-16.1,5,,10,9000,0
DEN,1/13/2013,1,1,3,-2,1,0,-1,-1,-3,-18.3,7,,10,3200,0
DEN,1/13/2013,2,0,1,-1,-2,1,0,-1,-1,-16.1,4,,10,3200,0
DEN,1/13/2013,4,0,0,0,-1,-2,1,0,-1,-20.6,7,,10,3400,0
DEN,1/13/2013,5,2,3,-1,0,-1,-2,1,0,-22.2,8,,10,40000,0
DEN,1/13/2013,6,10,12,-2,-1,0,-1,-2,1,-20.6,4,,10,22000,0
DEN,1/13/2013,7,47,45,2,-2,-1,0,-1,-2,-20.6,4,,9,15000,0
DEN,1/13/2013,8,80,79,1,2,-2,-1,0,-1,-21.7,7,,10,15000,0
DEN,1/13/2013,9,112,112,0,1,2,-2,-1,0,-18.3,6,,10,15000,0
DEN,1/13/2013,10,149,147,2,0,1,2,-2,-1,-19.4,6,,10,40000,0
DEN,1/13/2013,11,132,125,7,2,0,1,2,-2,-19.4,5,,10,40000,0
DEN,1/13/2013,12,77,77,0,7,2,0,1,2,-21.1,6,,10,40000,0
DEN,1/13/2013,13,63,64,-1,0,7,2,0,1,-18.3,3,,10,40000,0
DEN,1/13/2013,14,105,102,3,-1,0,7,2,0,-18.3,5,,9,40000,0
DEN,1/13/2013,15,109,103,6,3,-1,0,7,2,-16.1,5,,8,40000,0
DEN,1/13/2013,16,81,85,-4,6,3,-1,0,7,-16.7,4,,9,40000,0
DEN,1/13/2013,17,106,104,2,-4,6,3,-1,0,-14.4,3,,7,40000,0
DEN,1/13/2013,18,130,126,4,2,-4,6,3,-1,-13.3,4,,10,22000,0
DEN,1/13/2013,19,106,106,0,4,2,-4,6,3,-12.2,4,,10,22000,0
DEN,1/13/2013,20,92,89,3,0,4,2,-4,6,-12.2,6,,10,22000,0
DEN,1/13/2013,21,46,45,1,3,0,4,2,-4,-12.8,9,,10,11000,0
